0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,label
0.51070726,0.0,0.51238674,0.0,0.7183415,0.3991102,0.0,0.0,0.15385096,0.43519738,0.25229165,0.0,0.035822928,0.38663733,0.77329195,0.67492515,0.28044024,0.0,0.5485377,0.0,0.31694284,0.0,0.06323202,0.0,0.0,0.62447584,0.36677256,0.0,0.0,0.777016,0.22720999,0.13910103,0.8441344,0.69993776,0.9985546,1.093061,0.3993311,0.36570287,0.23653671,0.46884906,0.51255673,0.0,0.30180275,0.0,0.26381737,0.215729,0.24540061,0.8745455,0.0,0.6984901,0.0,0.09952909,0.0,0.8152021,0.65678126,0.099702686,0.3739925,0.0,0.6038562,0.0,0.52120024,0.0,0.91102654,0.87456685,1
1.3440984,0.0,1.2454083,0.0,1.0551778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.283305,1.7185906,1.81017,0.5677308,0.0,0.0037778951,0.0,1.3387256,0.0,0.09650728,0.0,0.0,1.1038109,0.0,0.5512439,0.0,1.7647402,0.77641714,0.0,2.2164824,1.6038413,1.6405053,2.0391352,0.8026049,1.1287851,0.044204812,0.0,1.0585266,0.0,0.49059516,0.0,0.5592671,0.9947419,0.0,1.2246493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79010004,0.015614247,0.060256574,1.3136362,0.07953499,1.1085944,2.219987,0
0.0,0.03316529,0.0,0.41674757,0.0,1.4661986,0.0,0.30415618,0.07342811,1.5317719,1.4820825,0.0,0.0,0.0,0.0,0.0,0.0,0.32913524,1.6483614,0.0,0.0,0.06591694,0.8601531,0.0,0.0,0.8716549,1.4149463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1741247,0.87628293,0.0,0.0,0.0,0.0,0.0,0.093020625,1.331073,0.0,0.0,1.913482,0.0,0.6799445,0.7593782,1.8922352,1.1808463,1.0830526,0.8607679,0.0,1.1022923,1.1830086,0.5363094,0.0,1.231705,0.0,1
0.015639942,0.0,0.0,0.44397616,0.0,1.5954144,0.0,0.34269607,0.0,1.553815,1.4257162,0.0,0.0,0.0,0.0,0.0,0.08446427,0.34309033,1.6513939,0.0,0.0,0.0,0.6861399,0.0,0.0,1.096343,1.6749606,0.0,0.0,0.1900992,0.0877638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1321954,0.94811815,0.0,0.0,0.0,0.0,0.0,0.09847474,1.5460182,0.041160256,0.0,2.1695383,0.0,0.7688019,0.4670211,2.0502536,1.5369834,1.0743283,0.85598356,0.0,1.2525426,1.20403,0.8103203,0.0,1.6043754,0.0,1
0.96608645,0.0,0.98502815,0.0,0.8691122,0.0,0.37744212,0.0,0.17267738,0.16905336,0.0,0.0,0.0,1.1568846,1.6135848,1.8569007,0.24769868,0.0,0.3284558,0.0,1.2251481,0.3408081,0.40130293,0.023384348,0.0,1.1430893,0.0,0.19908579,0.019182611,0.93390894,0.4588921,0.0,2.1658912,1.6750212,1.2833886,1.804019,0.9626671,1.0512744,0.40163392,0.0,0.6730991,0.0,0.5788337,0.0,0.5638477,1.1845691,0.028985713,0.9677118,0.0,0.052829262,0.0,0.0,0.5580727,0.0,0.0,0.0,0.10907696,0.8524932,0.1758676,0.18518941,1.0655175,0.0,1.1227803,2.3001711,0
0.41974047,0.0,0.12999149,0.071853235,0.0,1.249227,0.0,0.70171434,0.0,1.1064386,1.0398259,0.0,0.0,0.21876726,0.0,0.0,0.47631532,0.47244656,1.1903783,0.0,0.029436536,0.0,0.24709965,0.0,0.0,1.0558763,1.7026424,0.0,0.0,1.1263889,0.569233,0.19761711,0.007993061,0.0,0.21477978,0.10668503,0.0,0.0,0.8118627,0.9696668,0.25823188,0.0,0.0,0.0,0.0,0.0,1.2757827,0.34607673,0.0,1.6621939,0.0,0.7595497,0.0,1.5502129,1.5661471,0.76474875,0.094335005,0.0,0.9381718,1.1241343,1.06708,0.0,1.3803755,0.0,1
0.34142494,0.0,0.29413843,0.048459336,0.39187446,0.38124195,0.0,0.10815579,0.017341442,0.4457471,0.33705196,0.0,0.0,0.17498305,0.3337705,0.0680185,0.35759914,0.0,0.44890496,0.0,0.15681589,0.0,0.0,0.0,0.0,0.46317798,0.58588487,0.0,0.0,1.0906624,0.39312622,0.37034297,0.42315274,0.27065378,0.6837914,0.74256605,0.0,0.08110823,0.26977536,0.53373075,0.51938397,0.0,0.23310572,0.0,0.0,0.0,0.48482507,0.7813233,0.0,0.7257556,0.0,0.07945874,0.0,0.926374,1.0121535,0.27777547,0.0024190973,0.0,0.59989303,0.07283283,0.55561006,0.004188817,0.7661672,0.26688868,0
1.3879124,0.0,1.1073965,0.0,1.0829024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3400036,1.867689,1.8981681,0.6432447,0.0,0.00038538873,0.0,1.2043254,0.09919163,0.08938812,0.0154064,0.0,1.3691697,0.0,0.40945637,0.0,1.5273846,0.7564982,0.0,2.2884696,1.6327885,1.7868994,2.0419655,1.0458711,1.1783195,0.07655831,0.0,1.0619873,0.0,0.5902083,0.0,0.6878089,1.0886731,0.0,1.3831259,0.0,0.0,0.0,0.0,0.003979109,0.0,0.0,0.0,0.0,0.76368266,0.045206256,0.071477026,1.4271262,0.03208836,1.0946816,2.3098173,0
1.1817979,0.0,1.1134555,0.0,0.9166616,0.0,0.2630397,0.0,0.15692696,0.18709724,0.0,0.0,0.0,1.2507504,1.77329,1.8541448,0.3148588,0.0,0.26508602,0.0,1.2202784,0.15594001,0.3545026,0.0,0.0,1.2028481,0.0,0.3325228,0.0,1.1152985,0.49821147,0.0,2.264117,1.6427763,1.4282991,1.9059292,1.0463824,1.1119056,0.29097873,0.0,0.82431567,0.0,0.633527,0.0,0.6766852,1.1421049,0.0,1.1734189,0.0,0.037524384,0.0,0.0,0.36788332,0.0,0.0,0.0,0.15338716,0.78679615,0.10031294,0.22876585,1.145079,0.0,1.150886,2.3375268,0
0.0,0.0,0.0,0.48607808,0.0,1.150788,0.0,0.034892716,0.32200137,1.468541,1.1790667,0.0,0.0,0.0010477006,0.025161512,0.12257173,0.0,0.13050184,1.4909458,0.0,0.0,0.0,0.60077184,0.0,0.0,0.67864835,1.2115492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0480968,0.80634916,0.0,0.0,0.0,0.0,0.0,0.05574902,1.1817702,0.16257682,0.0,1.7832634,0.0,0.40812132,0.5990515,1.8408154,1.161543,0.88530403,0.85018057,0.0,1.1103135,0.8402651,0.40303066,0.0,1.2050874,0.10732389,0
